Flight_ID,Date,Month,Day_of_Week,Departure_City,Arrival_City,Route_Type,Aircraft_Type,Flight_Duration_Minutes,Passengers,Seat_Capacity,Load_Factor_%,Ticket_Price_USD,Revenue_USD,Delay_Minutes,,Delay_Category,On_Time_Status,Weather_Condition,Fuel_Consumption_Liters,CO2_Emissions_kg,Customer_Rating,Customer_Feedback
PK2026_0457,21-11-2026,November,Saturday,Dubai,London,International,ATR 72,184,47,70,67.14,405,19035,166,,Severe,Delayed,Clear,8043,20107.5,4.5,Excellent service
PK2026_0458,01-03-2026,March,Sunday,Kuala Lumpur,Doha,International,ATR 72,442,46,70,65.71,1215,55890,158,,Severe,Delayed,Storm,11208,28020,3.6,Average flight
PK2026_0459,15-01-2026,January,Thursday,Islamabad,Lahore,Domestic,Airbus A320,350,130,180,72.22,732,95160,170,,Severe,Delayed,Fog,14323,35807.5,3.3,Average flight
PK2026_0460,17-02-2026,February,Tuesday,Doha,Islamabad,International,Boeing 737,274,123,160,76.88,685,84255,57,,Moderate,Delayed,Clear,15704,39260,2.6,Average flight
PK2026_0461,14-01-2026,January,Wednesday,Islamabad,London,International,Boeing 777,67,179,350,51.14,424,75896,80,,Moderate,Delayed,Rain,4834,12085,4.4,Very smooth journey
PK2026_0462,16-12-2026,December,Wednesday,Doha,Islamabad,International,Airbus A320,72,105,180,58.33,463,48615,158,,Severe,Delayed,Fog,10421,26052.5,3.2,Delayed but comfortable
PK2026_0463,05-01-2026,January,Monday,Karachi,Islamabad,Domestic,ATR 72,461,39,70,55.71,1358,52962,148,,Severe,Delayed,Rain,18951,47377.5,2.7,Average flight
PK2026_0464,27-04-2026,April,Monday,Lahore,Kuala Lumpur,International,Boeing 777,307,337,350,96.29,1154,388898,68,,Moderate,Delayed,Fog,17728,44320,3.6,Excellent service
PK2026_0465,22-02-2026,February,Sunday,Islamabad,London,International,Airbus A320,318,134,180,74.44,1218,163212,168,,Severe,Delayed,Fog,4718,11795,3.3,Excellent service
PK2026_0466,28-07-2026,July,Tuesday,Lahore,London,International,Airbus A320,65,93,180,51.67,218,20274,113,,Moderate,Delayed,Clear,6568,16420,2.7,Poor service
PK2026_0467,08-01-2026,January,Thursday,Jeddah,Islamabad,International,Boeing 777,380,205,350,58.57,203,41615,80,,Moderate,Delayed,Clear,17649,44122.5,4.8,Poor service
PK2026_0468,26-12-2026,December,Saturday,Doha,Islamabad,International,Airbus A320,397,138,180,76.67,969,133722,182,,Severe,Delayed,Storm,7821,19552.5,2.7,Delayed but comfortable
PK2026_0469,25-10-2026,October,Sunday,Islamabad,Karachi,Domestic,Boeing 737,139,92,160,57.5,710,65320,195,,Severe,Delayed,Storm,12726,31815,4.1,Average flight
PK2026_0470,24-11-2026,November,Tuesday,London,Dubai,International,Boeing 777,286,227,350,64.86,903,204981,123,,Severe,Delayed,Fog,5269,13172.5,4,Poor service
PK2026_0471,22-06-2026,June,Monday,London,Karachi,International,Airbus A320,141,92,180,51.11,308,28336,86,,Moderate,Delayed,Rain,11679,29197.5,4.7,Poor service
PK2026_0472,01-12-2026,December,Tuesday,Islamabad,Dubai,International,Boeing 777,241,310,350,88.57,845,261950,234,,Severe,Delayed,Clear,5337,13342.5,4.1,Average flight
PK2026_0473,07-08-2026,August,Friday,Lahore,London,International,ATR 72,243,55,70,78.57,188,10340,89,,Moderate,Delayed,Clear,19121,47802.5,2.7,Very smooth journey
PK2026_0474,30-11-2026,November,Monday,Dubai,Jeddah,International,ATR 72,461,36,70,51.43,586,21096,49,,Moderate,Delayed,Fog,15399,38497.5,2.7,Very smooth journey
PK2026_0475,29-01-2026,January,Thursday,Jeddah,Kuala Lumpur,International,ATR 72,407,38,70,54.29,977,37126,210,,Severe,Delayed,Clear,17547,43867.5,3.5,Poor service
PK2026_0476,22-04-2026,April,Wednesday,Islamabad,Kuala Lumpur,International,Boeing 777,470,315,350,90,965,303975,9,,Minor,On Time,Clear,9347,23367.5,3.7,Excellent service
PK2026_0477,06-08-2026,August,Thursday,London,Karachi,International,Boeing 737,368,91,160,56.88,225,20475,0,,No Delay,On Time,Storm,4525,11312.5,4.3,Delayed but comfortable
PK2026_0478,24-08-2026,August,Monday,London,Lahore,International,Airbus A320,366,93,180,51.67,724,67332,132,,Severe,Delayed,Clear,11747,29367.5,3.1,Average flight
PK2026_0479,28-12-2026,December,Monday,Lahore,Islamabad,Domestic,ATR 72,232,40,70,57.14,1130,45200,124,,Severe,Delayed,Fog,9275,23187.5,2.6,Average flight
PK2026_0480,18-02-2026,February,Wednesday,Dubai,London,International,Boeing 737,134,80,160,50,1396,111680,68,,Moderate,Delayed,Rain,14309,35772.5,2.9,Delayed but comfortable
PK2026_0481,26-06-2026,June,Friday,Islamabad,Lahore,Domestic,Airbus A320,74,146,180,81.11,736,107456,160,,Severe,Delayed,Fog,18721,46802.5,4,Very smooth journey
PK2026_0482,03-01-2026,January,Saturday,Islamabad,Dubai,International,Boeing 737,442,128,160,80,1094,140032,211,,Severe,Delayed,Rain,7944,19860,3,Excellent service
PK2026_0483,09-02-2026,February,Monday,Jeddah,Karachi,International,Boeing 777,68,285,350,81.43,699,199215,160,,Severe,Delayed,Clear,4274,10685,3.6,Average flight
PK2026_0484,16-12-2026,December,Wednesday,Jeddah,Dubai,International,Boeing 737,123,104,160,65,1169,121576,80,,Moderate,Delayed,Fog,13228,33070,4.2,Very smooth journey
PK2026_0485,15-03-2026,March,Sunday,London,Doha,International,Airbus A320,290,97,180,53.89,300,29100,211,,Severe,Delayed,Storm,17177,42942.5,4.2,Excellent service
PK2026_0486,13-09-2026,September,Sunday,Karachi,Doha,International,ATR 72,175,66,70,94.29,695,45870,26,,Minor,Delayed,Storm,9804,24510,3.1,Excellent service
PK2026_0487,27-11-2026,November,Friday,Dubai,Lahore,International,ATR 72,98,46,70,65.71,126,5796,32,,Moderate,Delayed,Clear,7368,18420,3.1,Poor service
PK2026_0488,23-01-2026,January,Friday,Islamabad,Doha,International,Boeing 737,227,160,160,100,1206,192960,162,,Severe,Delayed,Storm,8971,22427.5,4.8,Poor service
PK2026_0489,19-04-2026,April,Sunday,London,Jeddah,International,Boeing 737,152,100,160,62.5,198,19800,168,,Severe,Delayed,Clear,17077,42692.5,3.6,Good experience
PK2026_0490,03-03-2026,March,Tuesday,Kuala Lumpur,Doha,International,Boeing 777,206,332,350,94.86,953,316396,42,,Moderate,Delayed,Rain,6395,15987.5,4.4,Very smooth journey
PK2026_0491,17-09-2026,September,Thursday,Doha,Islamabad,International,Boeing 777,399,241,350,68.86,1063,256183,78,,Moderate,Delayed,Clear,11230,28075,4.7,Delayed but comfortable
PK2026_0492,26-02-2026,February,Thursday,London,Islamabad,International,Airbus A320,256,96,180,53.33,352,33792,187,,Severe,Delayed,Clear,11293,28232.5,3.2,Good experience
PK2026_0493,14-03-2026,March,Saturday,Islamabad,London,International,Boeing 737,356,137,160,85.62,518,70966,120,,Moderate,Delayed,Clear,10778,26945,4.2,Average flight
PK2026_0494,17-05-2026,May,Sunday,London,Kuala Lumpur,International,Airbus A320,210,163,180,90.56,1202,195926,51,,Moderate,Delayed,Rain,14291,35727.5,4,Average flight
PK2026_0495,03-04-2026,April,Friday,Doha,Karachi,International,Boeing 777,177,316,350,90.29,604,190864,13,,Minor,On Time,Clear,11275,28187.5,4.8,Delayed but comfortable
PK2026_0496,20-04-2026,April,Monday,Lahore,Dubai,International,ATR 72,317,64,70,91.43,370,23680,236,,Severe,Delayed,Fog,9437,23592.5,3.2,Poor service
PK2026_0497,12-04-2026,April,Sunday,Islamabad,Karachi,Domestic,Boeing 777,79,300,350,85.71,492,147600,123,,Severe,Delayed,Fog,16267,40667.5,3.9,Delayed but comfortable
PK2026_0498,30-10-2026,October,Friday,Islamabad,Kuala Lumpur,International,Boeing 737,280,86,160,53.75,961,82646,122,,Severe,Delayed,Rain,10126,25315,3.8,Poor service
PK2026_0499,27-09-2026,September,Sunday,Kuala Lumpur,Lahore,International,Airbus A320,87,136,180,75.56,699,95064,78,,Moderate,Delayed,Storm,14475,36187.5,2.8,Average flight
PK2026_0500,22-08-2026,August,Saturday,Jeddah,Doha,International,Boeing 737,392,152,160,95,403,61256,1,,Minor,On Time,Storm,16848,42120,4.9,Poor service
PK2026_0501,29-10-2026,October,Thursday,Jeddah,Karachi,International,Airbus A320,479,94,180,52.22,425,39950,12,,Minor,On Time,Rain,3394,8485,3.7,Delayed but comfortable
PK2026_0502,02-08-2026,August,Sunday,London,Dubai,International,Airbus A320,305,141,180,78.33,654,92214,30,,Minor,Delayed,Clear,11980,29950,3.1,Excellent service
PK2026_0503,12-10-2026,October,Monday,Lahore,Dubai,International,ATR 72,128,39,70,55.71,1071,41769,88,,Moderate,Delayed,Clear,15275,38187.5,4.2,Average flight
PK2026_0504,28-06-2026,June,Sunday,Lahore,London,International,Boeing 777,107,264,350,75.43,171,45144,65,,Moderate,Delayed,Clear,6489,16222.5,4.5,Poor service
PK2026_0505,05-05-2026,May,Tuesday,Kuala Lumpur,Lahore,International,Boeing 777,238,338,350,96.57,1334,450892,237,,Severe,Delayed,Fog,12168,30420,4.9,Delayed but comfortable
PK2026_0506,05-04-2026,April,Sunday,Dubai,Kuala Lumpur,International,Boeing 737,333,80,160,50,265,21200,17,,Minor,Delayed,Rain,12757,31892.5,4.7,Good experience
PK2026_0507,04-07-2026,July,Saturday,Islamabad,Kuala Lumpur,International,ATR 72,390,58,70,82.86,484,28072,10,,Minor,On Time,Fog,8315,20787.5,3.6,Very smooth journey
PK2026_0508,23-12-2026,December,Wednesday,Kuala Lumpur,Islamabad,International,Boeing 737,357,149,160,93.12,322,47978,192,,Severe,Delayed,Clear,17442,43605,3.3,Excellent service
PK2026_0509,09-08-2026,August,Sunday,London,Dubai,International,ATR 72,206,47,70,67.14,635,29845,191,,Severe,Delayed,Rain,3573,8932.5,2.6,Good experience
PK2026_0510,01-09-2026,September,Tuesday,Karachi,Lahore,Domestic,Airbus A320,100,165,180,91.67,554,91410,194,,Severe,Delayed,Rain,8168,20420,3.5,Delayed but comfortable
PK2026_0511,15-01-2026,January,Thursday,Kuala Lumpur,Doha,International,Boeing 737,92,147,160,91.88,1085,159495,85,,Moderate,Delayed,Fog,14432,36080,3.8,Good experience
PK2026_0512,16-07-2026,July,Thursday,Islamabad,Doha,International,Airbus A320,417,143,180,79.44,365,52195,163,,Severe,Delayed,Fog,11682,29205,5,Delayed but comfortable
PK2026_0513,22-06-2026,June,Monday,Jeddah,Doha,International,Boeing 777,290,220,350,62.86,1061,233420,82,,Moderate,Delayed,Storm,9867,24667.5,2.6,Excellent service
PK2026_0514,23-11-2026,November,Monday,Islamabad,Kuala Lumpur,International,Boeing 737,220,108,160,67.5,789,85212,127,,Severe,Delayed,Clear,12592,31480,3.9,Excellent service
PK2026_0515,23-03-2026,March,Monday,London,Karachi,International,Boeing 777,136,268,350,76.57,1489,399052,190,,Severe,Delayed,Clear,16809,42022.5,3.6,Excellent service
PK2026_0516,03-06-2026,June,Wednesday,Kuala Lumpur,Lahore,International,ATR 72,237,38,70,54.29,681,25878,23,,Minor,Delayed,Fog,14098,35245,3.6,Average flight
PK2026_0517,05-08-2026,August,Wednesday,Jeddah,Lahore,International,Airbus A320,307,168,180,93.33,1258,211344,210,,Severe,Delayed,Storm,15695,39237.5,3.9,Good experience
PK2026_0518,11-08-2026,August,Tuesday,Jeddah,Doha,International,Boeing 777,337,221,350,63.14,1378,304538,232,,Severe,Delayed,Clear,14706,36765,3,Average flight
PK2026_0519,22-05-2026,May,Friday,Kuala Lumpur,Karachi,International,Boeing 737,464,90,160,56.25,1237,111330,35,,Moderate,Delayed,Rain,5847,14617.5,5,Average flight
PK2026_0520,28-05-2026,May,Thursday,Doha,Islamabad,International,Boeing 777,433,336,350,96,186,62496,235,,Severe,Delayed,Storm,13040,32600,3.8,Average flight
PK2026_0521,13-08-2026,August,Thursday,Jeddah,Lahore,International,ATR 72,212,67,70,95.71,999,66933,133,,Severe,Delayed,Fog,10778,26945,4.4,Good experience
PK2026_0522,04-08-2026,August,Tuesday,Islamabad,Jeddah,International,Airbus A320,85,119,180,66.11,1487,176953,188,,Severe,Delayed,Fog,3460,8650,3.6,Very smooth journey
PK2026_0523,03-09-2026,September,Thursday,Karachi,Jeddah,International,Boeing 737,384,102,160,63.75,663,67626,165,,Severe,Delayed,Fog,18524,46310,4.5,Average flight
PK2026_0524,30-06-2026,June,Tuesday,Jeddah,Lahore,International,Boeing 737,440,127,160,79.38,1208,153416,20,,Minor,Delayed,Fog,17336,43340,3,Excellent service
PK2026_0525,14-02-2026,February,Saturday,Doha,London,International,Boeing 737,258,122,160,76.25,495,60390,70,,Moderate,Delayed,Clear,3663,9157.5,3.6,Delayed but comfortable
PK2026_0526,02-10-2026,October,Friday,Doha,Kuala Lumpur,International,Boeing 777,468,267,350,76.29,522,139374,85,,Moderate,Delayed,Clear,18943,47357.5,2.5,Good experience
PK2026_0527,22-09-2026,September,Tuesday,Karachi,Kuala Lumpur,International,Boeing 777,290,320,350,91.43,1207,386240,30,,Minor,Delayed,Clear,11239,28097.5,3.3,Good experience
PK2026_0528,03-03-2026,March,Tuesday,Jeddah,Karachi,International,Airbus A320,124,140,180,77.78,1231,172340,7,,Minor,On Time,Clear,5644,14110,4.3,Good experience
PK2026_0529,04-06-2026,June,Thursday,Karachi,Lahore,Domestic,ATR 72,165,68,70,97.14,576,39168,225,,Severe,Delayed,Storm,14708,36770,4.9,Poor service
PK2026_0530,29-12-2026,December,Tuesday,Lahore,Doha,International,Boeing 737,395,103,160,64.38,339,34917,33,,Moderate,Delayed,Fog,6169,15422.5,4.9,Good experience
PK2026_0531,01-03-2026,March,Sunday,London,Dubai,International,Airbus A320,262,144,180,80,874,125856,49,,Moderate,Delayed,Storm,14133,35332.5,2.6,Good experience
PK2026_0532,12-08-2026,August,Wednesday,London,Dubai,International,Airbus A320,97,136,180,75.56,1155,157080,198,,Severe,Delayed,Rain,4572,11430,3.1,Good experience
PK2026_0533,10-01-2026,January,Saturday,Dubai,Doha,International,Boeing 737,230,97,160,60.62,1175,113975,104,,Moderate,Delayed,Fog,10582,26455,4.8,Poor service
PK2026_0534,27-01-2026,January,Tuesday,Jeddah,Dubai,International,Boeing 737,182,120,160,75,263,31560,85,,Moderate,Delayed,Rain,5466,13665,3.1,Poor service
PK2026_0535,19-09-2026,September,Saturday,Doha,Karachi,International,ATR 72,404,51,70,72.86,1490,75990,143,,Severe,Delayed,Clear,19301,48252.5,4.2,Excellent service
PK2026_0536,26-11-2026,November,Thursday,Karachi,Jeddah,International,ATR 72,438,62,70,88.57,439,27218,77,,Moderate,Delayed,Clear,15163,37907.5,3.4,Very smooth journey
PK2026_0537,04-07-2026,July,Saturday,Jeddah,London,International,Boeing 737,169,129,160,80.62,769,99201,218,,Severe,Delayed,Storm,5418,13545,3,Excellent service
PK2026_0538,24-07-2026,July,Friday,Jeddah,Kuala Lumpur,International,Boeing 777,373,322,350,92,392,126224,123,,Severe,Delayed,Storm,4041,10102.5,2.6,Very smooth journey
PK2026_0539,14-07-2026,July,Tuesday,Karachi,Islamabad,Domestic,Boeing 777,66,223,350,63.71,1169,260687,220,,Severe,Delayed,Fog,3003,7507.5,4.1,Average flight
PK2026_0540,13-10-2026,October,Tuesday,Kuala Lumpur,Doha,International,Airbus A320,408,174,180,96.67,498,86652,192,,Severe,Delayed,Clear,17715,44287.5,4.2,Good experience
PK2026_0541,08-08-2026,August,Saturday,Karachi,Islamabad,Domestic,Boeing 777,441,345,350,98.57,894,308430,176,,Severe,Delayed,Clear,9177,22942.5,4.8,Very smooth journey
PK2026_0542,02-10-2026,October,Friday,London,Kuala Lumpur,International,Boeing 777,446,204,350,58.29,717,146268,90,,Moderate,Delayed,Clear,7217,18042.5,3.4,Average flight
PK2026_0543,02-07-2026,July,Thursday,Doha,London,International,Boeing 777,407,190,350,54.29,1037,197030,85,,Moderate,Delayed,Clear,10352,25880,4.5,Poor service
PK2026_0544,14-05-2026,May,Thursday,Lahore,Kuala Lumpur,International,Boeing 777,142,195,350,55.71,292,56940,79,,Moderate,Delayed,Clear,14370,35925,4.3,Delayed but comfortable
PK2026_0545,22-02-2026,February,Sunday,Karachi,Kuala Lumpur,International,Airbus A320,125,123,180,68.33,948,116604,107,,Moderate,Delayed,Fog,15594,38985,2.9,Poor service
PK2026_0546,25-10-2026,October,Sunday,London,Jeddah,International,ATR 72,135,55,70,78.57,1150,63250,75,,Moderate,Delayed,Storm,4433,11082.5,4,Excellent service
PK2026_0547,12-07-2026,July,Sunday,Jeddah,Doha,International,Airbus A320,414,159,180,88.33,690,109710,152,,Severe,Delayed,Storm,11566,28915,4.9,Very smooth journey
PK2026_0548,22-04-2026,April,Wednesday,Lahore,Jeddah,International,Airbus A320,132,159,180,88.33,425,67575,218,,Severe,Delayed,Clear,13583,33957.5,2.7,Poor service
PK2026_0549,18-08-2026,August,Tuesday,Lahore,Kuala Lumpur,International,Boeing 737,218,109,160,68.12,458,49922,38,,Moderate,Delayed,Rain,8098,20245,2.6,Excellent service
PK2026_0550,23-07-2026,July,Thursday,Karachi,London,International,Boeing 777,385,316,350,90.29,513,162108,196,,Severe,Delayed,Rain,6514,16285,4.5,Very smooth journey
PK2026_0551,03-03-2026,March,Tuesday,Lahore,Kuala Lumpur,International,ATR 72,333,58,70,82.86,1065,61770,206,,Severe,Delayed,Storm,8879,22197.5,4.5,Good experience
PK2026_0552,29-01-2026,January,Thursday,Jeddah,Lahore,International,ATR 72,283,61,70,87.14,185,11285,190,,Severe,Delayed,Fog,6449,16122.5,3.5,Average flight
PK2026_0553,20-03-2026,March,Friday,Islamabad,Jeddah,International,Boeing 737,126,97,160,60.62,1424,138128,8,,Minor,On Time,Fog,16203,40507.5,4.9,Average flight
PK2026_0554,27-07-2026,July,Monday,Jeddah,Dubai,International,Airbus A320,415,162,180,90,1015,164430,218,,Severe,Delayed,Clear,11182,27955,3.4,Good experience
PK2026_0555,15-06-2026,June,Monday,Karachi,Jeddah,International,Boeing 737,66,138,160,86.25,666,91908,231,,Severe,Delayed,Storm,14946,37365,3.1,Poor service
PK2026_0556,06-04-2026,April,Monday,Doha,Islamabad,International,ATR 72,182,61,70,87.14,304,18544,120,,Moderate,Delayed,Fog,14786,36965,4.3,Average flight
PK2026_0557,18-02-2026,February,Wednesday,Kuala Lumpur,Islamabad,International,ATR 72,227,50,70,71.43,1211,60550,7,,Minor,On Time,Clear,12655,31637.5,4.3,Excellent service
PK2026_0558,16-09-2026,September,Wednesday,Lahore,Karachi,Domestic,Airbus A320,365,159,180,88.33,459,72981,187,,Severe,Delayed,Storm,11186,27965,3.7,Delayed but comfortable
PK2026_0559,06-08-2026,August,Thursday,Islamabad,Doha,International,Airbus A320,139,132,180,73.33,445,58740,204,,Severe,Delayed,Clear,10501,26252.5,4,Good experience
PK2026_0560,31-01-2026,January,Saturday,Kuala Lumpur,London,International,ATR 72,69,61,70,87.14,1447,88267,135,,Severe,Delayed,Storm,15209,38022.5,4.1,Good experience
PK2026_0561,14-01-2026,January,Wednesday,Kuala Lumpur,Dubai,International,Boeing 777,281,295,350,84.29,1037,305915,209,,Severe,Delayed,Clear,14640,36600,3.3,Very smooth journey
PK2026_0562,10-06-2026,June,Wednesday,Islamabad,Kuala Lumpur,International,Airbus A320,227,129,180,71.67,848,109392,174,,Severe,Delayed,Storm,15415,38537.5,3.3,Average flight
PK2026_0563,24-01-2026,January,Saturday,Islamabad,Dubai,International,ATR 72,304,55,70,78.57,428,23540,34,,Moderate,Delayed,Fog,14703,36757.5,3.8,Very smooth journey
PK2026_0564,21-09-2026,September,Monday,Karachi,Jeddah,International,Boeing 737,412,81,160,50.62,1440,116640,168,,Severe,Delayed,Clear,15141,37852.5,3.5,Average flight
PK2026_0565,03-08-2026,August,Monday,London,Lahore,International,Boeing 737,395,145,160,90.62,678,98310,237,,Severe,Delayed,Storm,17082,42705,4.9,Very smooth journey
PK2026_0566,24-08-2026,August,Monday,Jeddah,London,International,ATR 72,263,63,70,90,1182,74466,24,,Minor,Delayed,Storm,11070,27675,3.4,Good experience
PK2026_0567,22-09-2026,September,Tuesday,Karachi,Dubai,International,Boeing 777,164,197,350,56.29,1018,200546,95,,Moderate,Delayed,Rain,5974,14935,3.6,Average flight
PK2026_0568,15-06-2026,June,Monday,Kuala Lumpur,Dubai,International,Boeing 737,208,96,160,60,1164,111744,100,,Moderate,Delayed,Fog,18012,45030,4.1,Very smooth journey
PK2026_0569,16-08-2026,August,Sunday,Lahore,Kuala Lumpur,International,Airbus A320,401,138,180,76.67,479,66102,30,,Minor,Delayed,Storm,13686,34215,2.8,Very smooth journey
PK2026_0570,21-03-2026,March,Saturday,London,Lahore,International,Boeing 777,273,206,350,58.86,960,197760,153,,Severe,Delayed,Fog,3781,9452.5,2.7,Average flight
PK2026_0571,04-09-2026,September,Friday,Islamabad,Jeddah,International,Boeing 777,183,312,350,89.14,1311,409032,70,,Moderate,Delayed,Clear,15782,39455,2.9,Delayed but comfortable
PK2026_0572,19-12-2026,December,Saturday,Karachi,Islamabad,Domestic,Boeing 737,453,121,160,75.62,1059,128139,160,,Severe,Delayed,Storm,19090,47725,4.1,Excellent service
PK2026_0573,19-07-2026,July,Sunday,Lahore,Islamabad,Domestic,Airbus A320,459,151,180,83.89,407,61457,225,,Severe,Delayed,Rain,5713,14282.5,3.1,Poor service
PK2026_0574,22-09-2026,September,Tuesday,London,Islamabad,International,Boeing 777,83,253,350,72.29,877,221881,148,,Severe,Delayed,Fog,16891,42227.5,4.5,Delayed but comfortable
PK2026_0575,05-03-2026,March,Thursday,Dubai,Karachi,International,ATR 72,262,61,70,87.14,750,45750,66,,Moderate,Delayed,Storm,9554,23885,4.6,Delayed but comfortable
PK2026_0576,13-02-2026,February,Friday,London,Kuala Lumpur,International,Airbus A320,340,141,180,78.33,385,54285,44,,Moderate,Delayed,Rain,15009,37522.5,4.8,Very smooth journey
PK2026_0577,03-05-2026,May,Sunday,Dubai,Islamabad,International,Boeing 737,119,115,160,71.88,1295,148925,87,,Moderate,Delayed,Rain,18941,47352.5,2.8,Poor service
PK2026_0578,27-01-2026,January,Tuesday,London,Jeddah,International,ATR 72,134,49,70,70,1047,51303,170,,Severe,Delayed,Fog,7016,17540,4.8,Poor service
PK2026_0579,07-03-2026,March,Saturday,Karachi,Islamabad,Domestic,ATR 72,182,70,70,100,1499,104930,65,,Moderate,Delayed,Rain,16602,41505,2.7,Good experience
PK2026_0580,09-05-2026,May,Saturday,Islamabad,Kuala Lumpur,International,Airbus A320,385,170,180,94.44,678,115260,222,,Severe,Delayed,Rain,18715,46787.5,4.5,Poor service
PK2026_0581,27-01-2026,January,Tuesday,Karachi,Dubai,International,Airbus A320,414,134,180,74.44,1482,198588,76,,Moderate,Delayed,Rain,9183,22957.5,2.7,Very smooth journey
PK2026_0582,11-04-2026,April,Saturday,Lahore,Kuala Lumpur,International,ATR 72,145,64,70,91.43,598,38272,107,,Moderate,Delayed,Rain,9140,22850,3.8,Delayed but comfortable
PK2026_0583,02-12-2026,December,Wednesday,Jeddah,Doha,International,Boeing 777,91,344,350,98.29,126,43344,53,,Moderate,Delayed,Fog,18988,47470,5,Delayed but comfortable
PK2026_0584,27-07-2026,July,Monday,Islamabad,London,International,Airbus A320,62,174,180,96.67,959,166866,234,,Severe,Delayed,Rain,18738,46845,3.1,Very smooth journey
PK2026_0585,15-09-2026,September,Tuesday,Kuala Lumpur,Doha,International,Boeing 737,218,140,160,87.5,686,96040,118,,Moderate,Delayed,Fog,9792,24480,4.5,Poor service
PK2026_0586,29-03-2026,March,Sunday,London,Lahore,International,ATR 72,379,68,70,97.14,577,39236,90,,Moderate,Delayed,Clear,5730,14325,2.7,Average flight
PK2026_0587,09-10-2026,October,Friday,Karachi,Jeddah,International,Boeing 777,467,248,350,70.86,726,180048,139,,Severe,Delayed,Clear,6850,17125,2.8,Average flight
PK2026_0588,02-10-2026,October,Friday,Dubai,Islamabad,International,Airbus A320,75,123,180,68.33,511,62853,163,,Severe,Delayed,Storm,19014,47535,2.8,Good experience
PK2026_0589,02-12-2026,December,Wednesday,Jeddah,Karachi,International,Airbus A320,306,176,180,97.78,1111,195536,106,,Moderate,Delayed,Rain,6161,15402.5,3.4,Poor service
PK2026_0590,20-06-2026,June,Saturday,Jeddah,Dubai,International,Airbus A320,235,149,180,82.78,720,107280,157,,Severe,Delayed,Clear,17132,42830,4,Delayed but comfortable
PK2026_0591,29-06-2026,June,Monday,Karachi,Lahore,Domestic,Boeing 777,442,297,350,84.86,1379,409563,42,,Moderate,Delayed,Clear,10086,25215,3.8,Delayed but comfortable
PK2026_0592,02-09-2026,September,Wednesday,Islamabad,Jeddah,International,Airbus A320,150,97,180,53.89,1025,99425,83,,Moderate,Delayed,Clear,19145,47862.5,3.4,Good experience
PK2026_0593,10-04-2026,April,Friday,Kuala Lumpur,Jeddah,International,ATR 72,134,39,70,55.71,669,26091,111,,Moderate,Delayed,Clear,12063,30157.5,4.1,Poor service
PK2026_0594,20-08-2026,August,Thursday,Islamabad,Kuala Lumpur,International,ATR 72,202,54,70,77.14,401,21654,67,,Moderate,Delayed,Rain,18977,47442.5,3.8,Delayed but comfortable
PK2026_0595,04-10-2026,October,Sunday,Dubai,Karachi,International,ATR 72,317,41,70,58.57,1163,47683,17,,Minor,Delayed,Clear,5907,14767.5,3,Excellent service
PK2026_0596,17-11-2026,November,Tuesday,London,Kuala Lumpur,International,Boeing 777,374,334,350,95.43,1481,494654,198,,Severe,Delayed,Fog,14592,36480,2.9,Delayed but comfortable
PK2026_0597,15-07-2026,July,Wednesday,Doha,Jeddah,International,Boeing 737,110,134,160,83.75,1485,198990,82,,Moderate,Delayed,Rain,16339,40847.5,3.9,Very smooth journey
PK2026_0598,03-11-2026,November,Tuesday,Karachi,Lahore,Domestic,Boeing 777,92,289,350,82.57,1326,383214,159,,Severe,Delayed,Rain,10916,27290,3.6,Delayed but comfortable
PK2026_0599,17-02-2026,February,Tuesday,Dubai,London,International,Boeing 777,85,204,350,58.29,316,64464,183,,Severe,Delayed,Rain,6065,15162.5,4,Excellent service
PK2026_0600,20-07-2026,July,Monday,Doha,Dubai,International,Airbus A320,295,141,180,78.33,1232,173712,181,,Severe,Delayed,Fog,7398,18495,4.4,Good experience
PK2026_0601,06-06-2026,June,Saturday,Islamabad,Lahore,Domestic,Boeing 737,361,122,160,76.25,182,22204,55,,Moderate,Delayed,Storm,8010,20025,2.5,Excellent service
PK2026_0602,19-08-2026,August,Wednesday,Lahore,Dubai,International,ATR 72,348,68,70,97.14,978,66504,136,,Severe,Delayed,Fog,7979,19947.5,4.2,Average flight
PK2026_0603,16-12-2026,December,Wednesday,Lahore,London,International,Boeing 737,224,122,160,76.25,1139,138958,63,,Moderate,Delayed,Rain,16783,41957.5,2.6,Very smooth journey
PK2026_0604,01-11-2026,November,Sunday,Doha,Lahore,International,ATR 72,73,49,70,70,241,11809,190,,Severe,Delayed,Rain,9503,23757.5,3.7,Poor service
PK2026_0605,27-02-2026,February,Friday,Lahore,Kuala Lumpur,International,Boeing 737,311,156,160,97.5,1013,158028,120,,Moderate,Delayed,Clear,15358,38395,2.7,Good experience
PK2026_0606,27-05-2026,May,Wednesday,Karachi,Kuala Lumpur,International,Boeing 737,320,131,160,81.88,1155,151305,40,,Moderate,Delayed,Fog,17087,42717.5,3.7,Average flight
PK2026_0607,18-01-2026,January,Sunday,Karachi,Lahore,Domestic,ATR 72,419,64,70,91.43,321,20544,208,,Severe,Delayed,Rain,19386,48465,4.7,Average flight
PK2026_0608,02-12-2026,December,Wednesday,Karachi,Jeddah,International,Boeing 737,284,123,160,76.88,648,79704,41,,Moderate,Delayed,Clear,8467,21167.5,4.1,Delayed but comfortable
